patentnummer,klass,IPC,patenthavare_antal,patenthavare1,patenthavare1_adress,patenthavare1_stad,patenthavare1_land,patenthavare_typ,patenthavare_typ_av_skrivet,ombud,ombud_adress,patenttid_fr,patenttid_till,beviljandedatum,utgångsdatum,utgångsår,utgångsskäl,ansökingsnr,sistaerlagdapatentåravgifter_datum,sistaerlagdapatentåravgifter_belopp,sistaerlagdapatentåravgifter_text,sista_aviserat_datum,sista_aviserat_år,uppfinningensbenämning,uppfinningensbenämning_typ,uppfinnare_antal,uppfinnare1,uppfinnare2,prioritet,prioritetsdatum,prioritetsnummer,prioritetsland,patentöverföring,licensupplåtelse,tilläggspatent,ombudsbyte,uppfinnare3,ansökingsdatum,uppfinnare1_stad,överföringsdatum,tidigare_patenthavare,tidigare_patenthavare_address,tidigare_patenthavare_stad,tidigare_patenthavare_land,tidigare_ombud,ombudsbytesdatum,tilläggspatentnummer,patenthavare2,patenthavare2_adress,patenthavare2_stad,patenthavare2_land,patenthavare3,patenthavare3_stad,patenthavare3_land,uppfinnare4,uppfinnare1_adress,uppfinnare1_land,uppfinnare2_adress,uppfinnare2_stad,uppfinnare2_land,ansökningen_utlagd_den_patentkravsigifterna,potential_wrong_expiration_date
372035,37.0.00,,1,Texaco Development Corporation,"New York, NY, US",New York,US,company,mixed,Hjärne,m/lf,1971-12-20,1988-07-23,1976-11-18,1979-02-14,1979,Lack of payment of fees,378840,,0.00,,,,"Sätt för vätekonvertering av en tung kolvätesatsning, i ett reaktionssystem innefattande, tvã katalysatorzone belägna under resp over tillforselepunkten för den tunga kolvätesatsningen",typed,4,Wilson R F,Peck R A,FALSE,,,,FALSE,FALSE,TRUE,FALSE,Guptil Jr F E,,,,,,,,,,7094650,,,,,,,,Fishkill Jr,,,,,,,0
330004,12 i:31/06,C 01 B 31/06,1,Tokyo Shibaura Electric Co.,Kawasaki-shi,Kawasaki-shi,Japan,company,typed,J Wallin m.fl.,,1966-11-08,1983-11-09,1971-02-11,1988-06-12,1988,Lack of payment of fees,1523966,1971-04-05,300.00,33000+2*300.00,1985-12-05,1985.0,Sätt att framställa syntetiska diamantkristaller,typed,4,M Wakatsuki,T Aoki,TRUE,1965-11-13,69478,Japan,FALSE,FALSE,FALSE,FALSE,W Wakamatsu,,,,,,,,,,,,,,,,,,S Takasu,,,,,,,1
300058,39,B29 1/21.00,1,Luossavaara-Kiirunavaara AB,"Stockholm, Sverige",Stockholm,Sverige,company,typed,Larfeldt m.fl.,Sverige,1967-06-30,1984-07-01,1966-07-11,1981-02-07,1981,Lack of payment of fees,10143/67,1977-05-23,100.00,300058 ***** 100.00,1980-09-05,1980.0,Verktyg för skärning av företrädesvis gummi,typed,1,G. Andersson,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,0
120132,-,-,1,J. Stone & Company Limited,"Deptford, Kent","Deptford, Kent",Storbritannien,company,typed,"Civilingenjör N. Oms, Stockholm",Stockholm,1945-06-25,1962-06-26,1947-09-04,1962-06-27,1962,Expiration of patent time,5935/1945,1960-05-12,750.00,12•MAJ. 60  ?     6   2   120132  +- = ? ***** 750.00,1961-08-16,1961.0,Förfaringssätt för framställning av föremal av legeringar på basis av magnesium genom pressgjutning,typed,2,R. J. M. Payne,A. J. Murphy,TRUE,1944-06-23,-,Storbritannien,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,0
160080,,,1,Linjemeistaren Holger William Johansson,Åtrafors,Åtrafors,Sverige,individual,typed,,,1951-06-06,1968-06-07,1957-06-13,1959-01-31,1959,Litigation,4824/1951,,,,1956-07-22,1956.0,Jordnings- och kortslutningsverktyg,typed,1,Linjemeistaren Holger William Johansson,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,0
300096,85 g3,B 05 b 1/30,1,Edward Howard Green,"Addison, Ill.",Addison,USA,individual,typed,B Avellan-Hultman m.fl.,,1965-04-14,1982-04-15,1968-07-11,1976-11-01,1976,Lack of payment of fees,4909/65,1975-02-27,500.00,27 FEB 75 11 300096 / + 2 ***** 500.00,1976-06-09,1976.0,Anordning vid spraybehållare med variabelt inställbar ventil,typed,1,Patenthavaren,,TRUE,1964-08-10,362070,USA,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,0
300069,47 a:16/01,F 16 f 15/04,1,Optische Werke C.A. Steinheil Söhne GmbH.,,München,Förbundsrepubl. Tyskland,company,typed,O. Avellan-Hultman m.fl.,Förbundsrepubl. Tyskland,1967-10-16,1984-10-17,1968-07-11,1976-05-18,1976,Lack of payment of fees,14097/67,1972-08-30,350.00,5-SEP-68: 50.00; 2-OKT-69: 100.00; 15-OKT-70: 100.00; 2-SEP-71: 100.00; 6-OKT-72: 200.00; 25-OKT-73: 240.00; 8-OKT-74: 250.00,1975-11-14,1975.0,Hållare med elastiskt eftergivande dämpning för fjädrande upptagning av stöttkänsliga instrument,typed,2,M. Schuck,H. Franz,TRUE,1966-10-14,"9042 Gm, 9302 Gm, 9303 Gm",Förbundsrepubliken Tyskland,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,0
349045,C 07 d 99/16,C07D 99/16,1,AB Astra,Södertälje,Södertälje,Sverige,company,typed,A. Molin,N/A,1965-08-30,1982-08-31,1973-01-04,1976-03-15,1976,Lack of payment of fees,31365,1975-09-10,0.00,Aviserat,1975-09-10,1975.0,Sätt för framställning av penicilliner,typed,3,P. Bamberg,B. Å. Ekström,FALSE,,,,FALSE,FALSE,FALSE,FALSE,B. O. H. Sjöberg,,,,,,,,,,,,,,,,,,,,,,,,,0
300040,21.8:10/02,H 01 G 13/04,1,General Electric Company,"Schenectady, N.Y.",Schenectady,USA,company,typed,Brann m.fl.,,1965-02-05,1982-02-06,1968-07-11,1980-09-19,1980,Lack of payment of fees,1506/65,1979-01-16,1200.00,paid on 1979-01-16 amount 1200.00 kronor for the year,1980-03-18,1980.0,Elektrisk kondensator,typed,1,A. Katchman,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,0
348006,,"C 23 c, 9/00",1,Union-Carbide-Corporation,"New York, N.Y.",New York,USA,company,typed,Hjärne,,1968-12-04,1985-12-05,1972-11-30,1978-07-14,1978,Lack of payment of fees,16601/68,0000-00-00,0.00,5348006 100:00; 6358006 150:00; 7318006 300:00; 8038006 350:00; 9318006 400:00,1978-01-23,1978.0,Sätt att metallisera bornitridhaltiga kroppar,typed,1,L C Montgomery,,TRUE,1967-12-05,668074,USA,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,0
160040,,,1,Anstalt. Unda.,Vaduz,Vaduz,Liechtenstein,company,typed,"Civilingenjören. H. Onn., Stockholm.",Stockholm,1951-09-27,1968-09-28,1957-06-05,1968-10-28,1968,Expiration of patent time,8063/1951,1967-07-14,850.00,7-14-67 3312 S2 17: 4 7 160040 + = 2 850.00,1967-07-14,1967.0,Anordning för sönderdelning av animaliskt hudmaterial för framställning av konstarmar.,typed,1,W. Becker.,,TRUE,1950-09-27,27 september 1950,Schweiz,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,0
190012,,,1,Aktiebolaget Hüllbergs Verktygsfabrik,"Göteborg, Sverige",Göteborg,Sverige,company,typed,Kransell m fl,,1962-09-01,1979-09-01,1964-01-16,1977-04-01,1977,Lack of payment of fees,9681/1963,1969-08-28,250.00,28 AUG 69       6 4 8 70480 + 2 + *****2 250.00,1976-10-20,1976.0,Vridningsanordning,typed,2,S T Brunäs,T S Lind,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,0
190006,,,1,Patfina AG Zug,,Zug,Schwiez,company,typed,"Civilingenieur A. Maurer, Gibsweg 5, Friberg m.H",Gibsweg 5,1962-10-26,1979-10-27,1964-01-16,1970-05-02,1970,Lack of payment of fees,11508/1962,1968-09-09,200.00,9-SEP-68 3 3 9 0 = 7 190006 + 2 200.00,1969-11-14,1969.0,Obemannad för vattenskidfärd längs bogserbåt,typed,1,B. Perkut,,TRUE,1961-11-16,,Förbundsrep Tyskland,FALSE,FALSE,FALSE,TRUE,,,,,,,,,A.D. 1682,1966-06-15,,,,,,,,,,,,,,,,0
315088,34 e:13/16,A.47.h.13/08,1,G.H.-Teknik AB,,Sigtuna,Sverige,company,typed,B Hermansson,Färsta,1965-09-13,1982-09-14,1970-01-08,1980-04-21,1980,Lack of payment of fees,11860/65,1979-02-28,100.00,,1979-10-17,1979.0,Upphängnings- och draperingsanordning för gardiner,typed,1,G J F Härd af Segerstad,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,0
315076,30 b:21/01,A.61.C.19/02,1,AB Forssbergs Dentaldepots,Stockholm,Stockholm,Sverige,company,typed,A. Andersson,,1968-01-12,1985-01-13,1970-01-08,1975-01-11,1975,Lack of payment of fees,422/68,,,,1975-02-14,1975.0,Anordning för upphängning av dentala arbetsredskap,typed,1,B.G. Lagerstedt,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,0
190007,,,1,Licentia Patent-Verwaltungs-G m b H,"Frankfurt am Main, Förbundsrep Tyskland",Frankfurt am Main,Förbundsrep Tyskland,company,typed,"Civilingenjör S Lerelf?, Stockholm",Stockholm,1959-10-27,1976-10-28,1964-01-16,1965-05-31,1965,Lack of payment of fees,10007/1959,,,,1964-11-10,1964.0,Anordning för styrning av inställbara propeller,typed,1,T F Blydt-Hansen,,TRUE,1958-10-27,,Förbundsrep Tyskland,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,0
160069,,,1,The Air Preheater Corporation,,New York,USA,company,typed,"Ingenjören M. Kierkegaard, Stockholm.",Stockholm,1952-05-21,1969-05-22,1957-06-13,1958-12-02,1958,Lack of payment of fees,4623/1952,,,,1958-06-17,1958.0,Värmeväxlardel innefattande två rader metalliska rännor.,typed,2,W. E. Hammond,C. A. Ballard.,TRUE,1951-05-22,,USA,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,0
300057,"39, 3, 23/04",B29 3/23/04,1,Shell Internationale Research Mij. NV,Haag,Haag,Nederländerna,company,typed,Lindquist,Nederländerna,1964-04-30,1981-05-01,1968-07-11,1972-12-12,1972,Litigation,5403/64,1971-03-19,250.00,19-MAR-71 2 17. 0 8 300057 2 250.00,1972-09-13,1972.0,Sätt och anordning för framställning av termoplatsrör genom strängsprutning,typed,1,J.C. van Dijk,,TRUE,1963-05-02,292212,Nederländerna,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,0
300043,27 b:3,F 04 b. 37/10,1,AB Åkerlund & Rausing,"Lund, Sverige",Lund,Sverige,company,typed,L. Holmqvist,,1964-06-02,1981-06-03,1968-07-11,1971-01-01,1971,Lack of payment of fees,6671/64,1969-04-09,250.00,9-APR-69 8. 7. 7. 9. m. 6. 300043 += 2 ... 250.00,1970-08-11,1970.0,Tryckimpulsgivare bestående av en motordriven kolvkompressor,typed,1,E I Nilsson,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,0
160055,7g 39.1,,1,N V De Bataafsche Petroleum Maatschappij,Haag,Haag,Nederländerna,company,typed,Dr. ing. G. Sundqvist,Stockholm,1954-03-03,1971-03-04,1957-06-13,1966-10-31,1966,Lack of payment of fees,2001,1965-01-14,450.00,14-JAN 65 8 o 512 160055 - = 2 + 450,1966-04-22,1966.0,Kontinuerligt förfarande för framställing av p-diisopropylbensen,typed,2,N Max,Y Schafsma,TRUE,1953-03-06,,Storbritannien,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,0
160082,,,1,Hoover Limited,Greenford,,Storbritannien,company,typed,Ingenjören H. Hammar,Stockholm,1955-06-28,1972-06-29,1957-06-13,1967-01-30,1967,Expiration of patent time,6007/1955,1965-05-21,400.00,+ + = * ***** 2 * + 100.00,1966-07-02,1966.0,Elektrisk tvålägesströmställare,typed,1,F.R. Sibbald,,TRUE,1954-07-05,,Storbritannien,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,0
120111,12,E04F 21/18,1,Ingeniören Axel Richard Lundquist,Norrköping,Norrköping,Sverige,individual,typed,Boman,Unknown,1947-03-31,1964-04-01,1947-08-28,1964-04-01,1964,Expiration of patent time,2866/1947,1958-07-14,60.00,14-JUL-58 45077 > 12 120111 + * * * * 60.00,1958-04-10,1958.0,"Sätt och anordning för sågning eller klyvning av plattor, särskilt marmor- eller kalkplattor, samt enligt sättet framställda plattor.",mixed,1,Ingeniören Axel Richard Lundquist,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,0
315099,37 f:15/38,E 04 h. 11/40,1,AB Strängbetong,,Stockholm,Sverige,company,typed,S Modin m.fl.,,1968-12-20,1985-12-21,1971-01-28,1984-07-25,1984,Lack of payment of fees,17590/68,1983-12-10,100.00,,1984-01-01,1984.0,Sätt att förankra betongpelare och monteringslement för utförande av sättet,typed,2,H Keller,H Löfström,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,,Stockholm,,,,,,,,,,,,,,,,,Stockholm,Sverige,Huddinge,Huddinge,Sverige,,0
361043,C 07 d 99/04,JA,1,Fuji Photo Film Co. Ltd,"Kanagawa, JA",Kanagawa,JA,company,typed,Delmar,,1969-09-15,1986-09-16,1974-01-24,1977-04-04,1977,Lack of payment of fees,1265369,1976-07-22,300.00,22 JUL 14709 7361043 300.00,1976-10-20,1976.0,Kromenopyrazolföreningar användbara som färgkopplare jämte sätt för deras framställning,typed,3,S Kimura,S Ishige,TRUE,1968-09-16,66822,JA,FALSE,FALSE,TRUE,FALSE,T Kobayashi,,,,,,,,,,1265369,,,,,,,,,,,,,,,0
160085,B15 F,,1,Siemens-Schuckertwerke Aktiengesellschaft,Berlin och Erlangen,Berlin och Erlangen,Förbundsrepubliken Tyskland,company,typed,"Ingeniören R. Jonsson, Danderyd",Danderyd,1954-12-06,1971-12-07,1957-06-13,1968-07-29,1968,Lack of payment of fees,11159/1954,1966-11-22,500.00,**** 2 + 3 150015,1966-01-08,1966.0,Inställningsanordning särskilt för bromsmagneter,typed,2,P. Paschen,F. Schmidt,TRUE,1954-03-02,3949/1954,Förbundsrepubliken Tyskland,FALSE,FALSE,TRUE,TRUE,,,,,,,,,Jonson,1966-01-08,3945,,,,,,,,,,,,,,,1
372015,C07A 53/06,C07D 231/12,1,Hoffmann-La Roche & Co. AG,Basel,Basel,CH,company,typed,Brann m.fl.,,1969-06-03,1986-06-03,1975-03-20,1984-01-19,1984,Lack of payment of fees,907816,1981-06-03,1500.00,8JUN □ □ 18761 ★1372015 ★★★★1500.00,1983-07-18,1983.0,"Förfarande för framställning av 1-aminoalkyl-1,4-bensodiazepinderivat",typed,2,R.I. Fryer; North Caldwell,"L.H. Sternbach; Upper Montclair, N.J., US",TRUE,1968-06-03,733818,US,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,0
190028,,,1,The Bendix Corporation,"New York, N.Y",New York,USA,company,typed,Civilingenjör I Bergenstrahle m fl,Stockholm,1960-08-06,1977-08-07,1964-01-16,1977-08-07,1977,Expiration of patent time,7607/1960,1965-07-20,150.00,20-JUL-65 6 733.9 n 6 190028 +2 *** 150.00,1966-09-13,1966.0,Förfarande och maskin för att i en backremss anbringa e,typed,3,L B Austin,"A K Brown, Jr",FALSE,,,,FALSE,FALSE,FALSE,FALSE,J H Ettinger,,,,,,,,,,,,,,,,,,,,,,,,,0
190000,,,2,Eaton Manufacturing Company,"Cleveland, Ohio, USA","Cleveland, Ohio",USA,company,typed,"Civilingenjör O. Grahn, F. Stockholm",Stockholm,1961-07-12,1978-07-13,1964-01-16,1967-02-02,1967,Expiration of patent time,312/1963,1965-06-09,100.00,,1966-08-18,1966.0,"Upphängningsmekanism för ett hjulburet fordon, särskilt med tandemaxlar",typed,2,P. A. Zalarick,A. W. Nelson,TRUE,1960-08,,USA,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,7248/1961,,,,,,,,,,,,,,1964-11-04,0
349040,"C 07 d, 91/26",C07D 91/26,1,Ciba-Geigy AG,Basel,Basel,Schweiz,company,typed,Larfeldt m.fl.,,1965-05-26,1982-05-27,1973-01-04,1978-12-15,1978,Lack of payment of fees,6958/65,1972-04-14,500.00,14APR □ □ 13030 □ 11349040 □ 500.00,1976-06-22,1976.0,Förfarande för framställning av nya 2-hydrazin-2-tiazolinderivat,typed,2,M Wilhelm,K Eichenberger,TRUE,1964-05-29,,Schweiz,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,1
315071,30a:5/02,A61B5/04,1,E. Alexandre & Cie.,Romainville,Romainville,Frankrike,company,typed,S. Hammar,Frankrike,1964-10-07,1981-10-08,1970-01-08,1980-05-13,1980,Lack of payment of fees,12072/64,1976-10-06,450.00,1.6.7.6.6 - 315071,1979-11-28,1979.0,Bonð för radiologiska undersökningar,typed,1,M. Hainault,,TRUE,1963-10-08,949911,Frankrike,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,0
190029,,,1,Karl Einar Lundberg,Uppsala,Uppsala,Sverige,individual,mixed,Lindquist,,1960-11-11,1977-11-12,1964-01-16,1970-06-29,1970,Litigation,10839/1960,1968-08-23,390.00,7 6 660829 ÷ 2 ✶✶✶✶ 390.00,1970-01-08,1970.0,Vridbar spärr för ställskrune vid skiftryckbar,typed,1,Karl Einar Lundberg,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,0
300045,30 i.1,A61L1/00,1,AB Electrolux,"Stockholm, Sverige",Stockholm,Sverige,company,typed,Lindström,Sverige,1965-04-29,1982-04-30,1968-07-11,1972-11-20,1972,Lack of payment of fees,5662/65,1971-03-26,200.00,26 - MAR - 71  26905 m 5 300045 +-2 **** 2 *** 200.00,1972-08-01,1972.0,Sätt att kontrollera luftförekomst i ånga i en autoklav samt anordning härför,typed,1,B A Björk,Getinge,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,0
300051,34 a.5/51,A 47. 1 9/06,1,Kooperativa Förbundet,"Stockholm, Sverige",Stockholm,Sverige,institution,typed,Boman,Sverige,1963-10-17,1980-10-18,1968-07-11,1977-05-10,1977,Lack of payment of fees,11436/63,1976-08-13,600.00,13 AUG 19.. 14540 1330051 ★ ★ ★ ★ 600.00,1976-11-01,1976.0,Dammsugarmunstycke,typed,1,I.G.A Ljunggren,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,0
300036,21 d 42/01,G05f1/20,1,Allmänna Svenska Elektriska AB,Västerås,Västerås,Sverige,company,typed,Öhman m.fl.,Sverige,1965-04-23,1982-04-24,1968-07-11,1974-11-01,1974,Lack of payment of fees,5276/65,1971-02-11,200.00,11-FEB.71........200.,1974-05-15,1974.0,Elektrisk krets med variabel impedans,typed,1,"K. Thorborg, Västerås",,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,0
330042,21 a/2/34,H05K1/00,1,The Dow Chemical Company,"Midland, Mich.",Midland,USA,company,typed,Larfeldt m.fl.,,1967-05-22,1984-05-23,1971-02-11,1974-12-16,1974,Expiration of patent time,7127/67,1971-03-19,300.00,2.15.0.5 + 300.00,1974-06-13,1974.0,Flexibel tryckt krets samt förfarande för framställning av sådan krets,typed,1,J R Newton,,TRUE,1966-05-23,552086,USA,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,0
349032,C 07 d 49/18,C 07 d 49/18,1,SANOFI SA Paris FR,Paris,Paris,Frankrike,company,typed,Hjärne m. fl.,Hjärne m. fl.,1969-10-01,1986-10-02,1973-01-04,1983-05-26,1983,Expiration of patent time,13538/69,1982-09-03,1000.00,,1982-11-15,1982.0,Förfarande för framställning av substituerade pyrazoler med antivirusverkan,typed,2,"F. Binon, Strombeek-Bever, Belgien","J. M. Beiler, Philadelphia, Penn. USA",TRUE,1968-10-04,47297,Storbritannien,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,0
190073,,,1,Aktiebolaget Nordiska Armaturfabrikerna,"Linköping, Sverige",Linköping,Sverige,company,typed,H. Hammar m. fl.,,1960-01-22,1977-01-23,1964-01-23,1967-03-02,1967,Compulsory working clause,630/1960,1966-01-28,200.00,"22-DEC-64 11514 6 190073 + 2 * * * 250.00, 7-JAN-66 1654 7 190073 * 2 * * * * 200.00",1966-01-07,1966.0,Anordning vid oljebrännare,typed,1,S E S Malmberg,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,0
190067,,,1,Ciba Société Anonyme,"Basel, Schweiz",Basel,Schweiz,company,typed,Civilingenjören H. Onn,Stockholm,1960-03-02,1977-03-03,1964-01-23,1971-10-01,1971,Lack of payment of fees,2141/1960,1970-02-26,400.00,26-FEB-70 10 190067 +2 * * * 400.00,1971-05-02,1971.0,Förfarande för framställning av färgämnen ur antrakinonserien.,typed,2,R. Gusst,H.W. Liechti,TRUE,1959-03-04,,Schweiz,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,0
348098,,A 61 b.5/16,1,John Örtangren,,Sollentuna,Sverige,individual,mixed,Hjärne,,1968-04-30,1985-05-01,1972-12-07,1983-12-12,1983,Lack of payment of fees,05886/68.6,1982-04-22,1300.00,,1983-06-08,1983.0,Takistoskop,typed,1,Patenthavaren,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,0
226025,,,1,Fabrikören Hans Gustav Erik Ahlbin,Sundbyberg,Sundbyberg,Sverige,individual,mixed,Boströ,,1963-08-15,1980-08-16,1968-05-22,1974-03-15,1974,Lack of payment of fees,8958/63,1971-02-15,300.00,15-FEB-71 1 3 3 7 1. 8 226025 + * 2 ** 300.00,1973-09-01,1973.0,Dörrvredsskydd,typed,1,Hans Gustav Erik Ahlbin,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,0
348071,,H 01 B 13/22,1,General Cable Corporation,"New York, N.Y.",New York,USA,company,typed,Brann,,1966-06-03,1983-06-04,1972-11-30,1981-02-15,1981,Lack of payment of fees,7617/66,1979-04-10,"1,000.00","10 APR 79   15226   1348071   1,000.00",1960-07-10,1960.0,"Sätt att framställa ett rör med ett skärmande metallskikt, som, på åtminstone en sida är plastbelagt, samt apparat för sättets genomförande",typed,1,O.G. Garner,,TRUE,1965-08-11,478 791,USA,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,1
315029,21a @21/02,H 1.02 & 3/26,1,Telefon AB L M Ericsson,Stockholm,Stockholm,Sverige,company,typed,Sjöö,Sverige,1967-07-06,1984-07-07,1970-01-08,1981-02-07,1981,Lack of payment of fees,10354/67,1971-06-24,100.00,24 - JUN 71 315029 100.00 kr,1980-09-05,1980.0,Kabelhank,typed,2,N. R. Axelsson,S. G. Vestermark,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,0
349024,C 07 c 103/82,C07C 103/82,1,Société d'Etudes Scientifiques et Industrielles de l'Ile-de-France,Paris,Paris,Frankrike,company,typed,Larfeldt m. fl. Ref: 915.20,Not specified,1967-01-20,1984-01-21,1973-01-04,1982-08-05,1982,Lack of payment of fees,7881/67,1982-03-26,1600.00,*7349024 *****1600.00,1982-02-10,1982.0,Förfarande för framställning av N-(substituerad-aminoaklkyl)-2-alkoxi-4-(amino-eller nitro)-5-halogenbensamid eller salt därav,typed,2,A. Morimoto,Y. Saito,TRUE,1966-01-22,"3789, 3791, 4163",Japan,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,0
330083,39 a 9/00,B 29 A 9/00,1,National Distiller and Chemical Corporation,"New York, N.Y.",New York,USA,company,mixed,Brann,not specified,1964-01-22,1981-01-23,1971-02-11,1981-02-17,1981,Lack of payment of fees,764/64,1971-03-23,600.00,F17DEC No 13594 5330083 100.00 + 2 600.00,not specified,,"Förfarande för framställning av varmtätningsbara, biaxiellt orienterade polypropenlaminat",typed,3,H.A. Kahn,E.D. Henze,TRUE,1963-01-23,253286,USA,FALSE,FALSE,FALSE,FALSE,G.W. Walpert,,,,,,,,,,,,,,,,,,,,,,,,,0
300020,21. A. 45/01,H 04 r. 21/00,1,Siemens AG.,,"Berlin, München",Förbundsrepubl. Tyskland,company,typed,Larfeldt. m. fl.,,1962-03-08,1979-03-09,1968-07-11,1975-10-20,1975,Lack of payment of fees,2593/62,1974-02-26,500.00,,1975-04-14,1975.0,Anordning för omvandling av mekaniska svängningar till elektriska medelst. en sträckt kropp av piezoresistivt halvledarmaterial,typed,2,R. Karmann,M. Zerbst,TRUE,1961-03-09,S. 72 897,Förbundsrepubliken Tyskland,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,0
348070,,G 11 b. 5/62,1,Commissariat à l'Énergie Atomique,"Paris, Frankrike",Paris,Frankrike,institution,typed,Brann m.fl.,Frankrike,1967-12-18,1984-12-19,1972-11-30,1979-07-12,1979,Lack of payment of fees,1733567,1972-06-19,600.00,6/21DEZ N 1795 ☆634.8070 ☆☆☆☆☆500.00,1979-01-17,1979.0,Magnetiskt isotropiskt material med hög koercitivfältstyrka samt förfarande för framställning av detsamma,typed,3,G Grunberg,J-P Lazzari,TRUE,1966-12-23,84714,Frankrike,FALSE,FALSE,FALSE,FALSE,I Melnick,,,,,,,,,,,,,,,,,,,,,,,,,0
348060,15 143/68,G 03 g. 15/04,1,Rank Xerox Ltd.,London,London,Storbritannien,company,typed,Hjärne m. fl.,Ström m. fl.,1968-11-08,1985-11-09,1972-11-30,1987-06-09,1987,Lack of payment of fees,15 143/68,1972-11-30,100.00,10DEZ**5348060****41400100.00,1986-12-09,1986.0,Apparat för avsökning av ett dokument och projiceringav olika stora bilder av dokumentet på en i rörelsevarande fotoelektriskt ledande yta.,typed,1,"J F Gardner; Penfield, N.Y., USA",,TRUE,1967-11-14,662 848,USA,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,534860,,,,,,,,,,,,,,,0
361021,B 63 b 15/02,B 63 b 15/02,1,Rune Antman,"Högbergsgatan 45 A, 150 13 TROSA, SW",TROSA,SW,individual,typed,,,1972-10-24,1989-10-25,1974-01-24,1979-05-11,1979,Lack of payment of fees,13730/72,1978-04-27,360.00,27. APR 10937 ★6361021 ★********360.00,1978-11-14,1978.0,Mastfotsbeslag för segelbåtar,typed,1,Patenthavaren,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,0
